text,date,stock_label,predicted_effect,price_now,price_5min,price_10min,price_1h
"""""""@liztemkin: .@realDonaldTrump called here in LA, prepaid 2 mos w/out a discount yet for SHO &amp, TMC, got my bill reduced by $59/mo +credit.""",2013-08-11 21:14:39+00:00,dollar,no change,1.33362,1.33361,1.33345,1.33367
Ft. Hood Jihadi Nidal Hassan has been paid over $300g in Army salary while on trial. His victims are deprived of any benefits...,2013-08-07 19:49:09+00:00,dollar,decrease,1.33372,1.33378,1.33382,1.33363
"""""""Donald Trump’s http://t.co/uW8lZeSVrD Breaks $1M for Comedian Adam Carolla: New crowdfunding site sets record"""" http://t.co/4ez23shwY9""",2013-08-05 17:24:45+00:00,dollar,no change,1.32611,1.32644,1.32626,1.32598
A good question for would-be entrepreneurs to ask themselves:  What am I pretending not to see? There are a lot of opportunities out there.,2013-08-05 14:11:55+00:00,euro,increase,1.32367,1.32427,1.32408,1.32532
"""""""@liamvanvorhis: @realDonaldTrump @uglytunaosu is raising money for cancer the whole month of August. In two days we have raised $1500.""",2013-08-05 01:36:33+00:00,dollar,no change,1.3267,1.327,1.32746,1.32742
"""""""@Twan_Da_Guy: @realDonaldTrump what advice do you have for an inspiring entrepreneur?"""" Come up with a great idea and then work your ass off""",2013-07-28 23:38:12+00:00,euro,no change,1.32885,1.3287,1.32885,
The new reality – China’s demand for oil now controls the market http://t.co/lqKTTsyCoQ  And OPEC gets away with ripping us off at $105!,2013-07-26 18:21:32+00:00,dollar,decrease,1.3277,1.32781,1.32782,1.32778
The 250 million dollar construction of Trump Nationsl Doral is coming along great. Just left Miami where I toured entire project.AMAZING!,2013-07-26 10:51:21+00:00,dollar,increase,1.32662,1.32714,1.32751,1.32719
In beautiful Miami inspecting the progress of @TrumpDoral’s $250 million conversion into the country's #1 resort.,2013-07-25 16:16:02+00:00,dollar,increase,1.32302,1.32337,1.32337,1.32288
"""""""Entrepreneurs are all unique. One way to build a business and turn it into a  brand is to know who you are."""" - Midas Touch""",2013-07-24 20:41:18+00:00,euro,increase,1.32008,1.32016,1.32006,1.32001
Today Obama will give another speech on the economy. Tomorrow our country will still be $17T+ in debt with 18% real unemployment.,2013-07-24 18:25:21+00:00,dollar,decrease,1.31958,1.31934,1.31944,1.31946
"Vattenfall, the promoter of the money losing wind farm plan in Aberdeen, Scotland, just took a loss of $4.6 billion after dumb European move",2013-07-24 10:05:52+00:00,dollar,decrease,1.32298,1.32328,1.32318,1.32364
"""""""@dellLucky13: @realDonaldTrump Please help this widow who lost her Veteran husband. Please donate even if its a dollar.""",2013-07-24 02:01:48+00:00,dollar,increase,1.32048,1.32098,1.32078,1.3206
"""China is taking the oil from Iraq after we spent 1.5 trillion dollars and thousands of lives for their """"freedom"""". Our leaders are so stupid!""",2013-07-23 11:29:19+00:00,dollar,decrease,1.31833,1.31802,1.31797,1.31838
"In @oreillyfactor’s No Spin Zone re: ObamaCare causing unemployment, negotiating with China &amp, my $5M court win http://t.co/2ZWlIKVGia",2013-07-19 16:54:03+00:00,dollar,no change,1.31432,1.31392,1.31404,1.31384
Must watch – owner of a single restaurant anticipates that ObamaCare will cost over $1M for compliance http://t.co/RmnNnSClpM,2013-07-18 16:14:55+00:00,dollar,no change,1.30728,1.3073,1.3075,1.30826
Fun fact for my 2M+ followers - the 'Architect' Karl Rove blew $400M in the 2012 election with a success rate of 1.6%.,2013-07-17 17:56:01+00:00,dollar,no change,1.31422,1.31324,1.31352,1.311
""".@ArceePalabrica @realDonaldTrump """"Midas Touch is the manual for entrepreneurs who want to succeed. Thanks for sharing your knowledge""""""",2013-07-16 18:26:15+00:00,euro,increase,1.3148,1.3146,1.31556,1.3151
"Just found out that at a charity auction of celebrity portraits in E. Hampton, my portrait by artist William Quigley topped  list at $60K",2013-07-16 14:44:55+00:00,dollar,no change,1.31262,1.31322,1.31351,1.31422
ObamaCare will cost 3 times as much as Obama promised – $2.6T http://t.co/ALM2gjreCQ It is not sustainable. (h/t @gatewaypundit),2013-07-15 19:33:58+00:00,dollar,decrease,1.30674,1.3072,1.30702,1.30648
"""""""@gusdoes: @realDonaldTrump wisest of all reporters 👏""""  Thank you!""",2013-07-14 04:08:19+00:00,dollar,increase,1.3076,1.3076,1.3076,1.3076
".@TrumpDoral’s record $200M renovations are on schedule. The hotel remains open for guests, events and conferences. http://t.co/F894Av2VpH",2013-07-11 16:08:25+00:00,dollar,increase,1.30282,1.3037,1.30391,1.30244
Eliot Spitzer was a horrible Governor and A.G. who ruined many good people and cost the Country billions of dollars in losses (and jobs).,2013-07-10 12:21:55+00:00,dollar,decrease,1.28128,1.28156,1.28149,1.28213
"""""""@AsadTMoosvi: @realDonaldTrump What's one advice you'd give to an aspiring entrepreneur?""""  Work hard and love what you do-never give up!""",2013-07-05 18:18:06+00:00,euro,increase,1.283,1.28296,1.28302,1.28298
"""""""@MikeDGarrison: """"Judge orders Miss Pennsylvania to pay Donald Trump $5M in defamation case. http://t.co/hakqedJ5va” @realDonaldTrump hits.""",2013-07-04 15:01:23+00:00,dollar,no change,1.29136,1.29162,1.29236,1.29171
Oil prices just went over $100 per barrel for first time in nine months!,2013-07-03 10:02:28+00:00,dollar,no change,1.29614,1.29596,1.29654,1.29598
"""""""@Jeromeister: Really @realDonaldTrump, are you sure """"Every penny of the $7 billion going to Africa as per Obama will be stolen"""". Just 97%.""",2013-07-03 08:05:51+00:00,dollar,decrease,1.29357,1.29332,1.29306,1.29644
I am honored to be receiving the American Spectator Foundation Award for excellence in entrepreneurialism in Washington DC this fall.,2013-07-02 18:06:23+00:00,euro,increase,1.30006,1.29989,1.29959,1.29735
"We should be concerned about the American worker &amp, invest here. Not grant amnesty to illegals or waste $7B in Africa.",2013-07-01 19:51:51+00:00,dollar,decrease,1.30613,1.30663,1.30648,1.30625
Every penny of the $7 billion going to Africa as per Obama will be stolen - corruption is rampant!,2013-07-01 10:02:53+00:00,dollar,decrease,1.30554,1.30552,1.30552,1.30436
"""""""@DurangoRick: @realDonaldTrump Thoughts on Obama pledging 7B US $$ """"to unleash the power of entrepreneurship.. in Africa”??""""   Crazy!""",2013-07-01 01:15:49+00:00,dollar,decrease,1.30208,1.3022,1.30174,1.30222
"""""""@MetalMadSean: @realDonaldTrump Your thoughts on Obama's trip to Africa?""""  A total waste of taxpayers money! $100 million.""",2013-07-01 00:54:55+00:00,dollar,decrease,1.30154,1.3013,1.30154,1.30162
"""""""@djgura: @realDonaldTrump ~ $10BB? Forbes has you at $3BB, what gives?"""" They know nothing about me or my numbers.""",2013-07-01 00:33:33+00:00,dollar,no change,1.3011,1.30114,1.30109,1.30143
"I am going to Trump National Doral in Miami this week to check out the $250 million renovation. In construction, always watch the money!",2013-07-01 00:13:16+00:00,dollar,no change,1.30138,1.3016,1.30129,1.3021
"""""""@sroyboyk: @realDonaldTrump How much $ did you start with? Not a hater, just trying to get an answer. A tiny fraction of what I have built.""",2013-06-30 00:19:50+00:00,dollar,no change,1.30154,1.30154,1.30154,1.30154
"You mean the fact that my father left me some money (as a good father will) and I multiplied it many, many times to over $10 billion-is bad?",2013-06-29 23:15:16+00:00,dollar,decrease,,,,
"One of the most expensive projects ever in Miami @TrumpDoral’s $200M of renovations are right on schedule. When completed, will be elite!",2013-06-26 19:02:33+00:00,dollar,increase,1.30128,1.30082,1.30086,1.3007
"Our debt is about to top $17T. ObamaCare and China (&amp, others) are killing American business.",2013-06-24 19:31:34+00:00,dollar,decrease,1.31321,1.31302,1.31276,1.31262
Our debt is about to reach $17T. Iraq has $20T in oil reserves. Interesting.,2013-06-20 17:50:59+00:00,dollar,no change,1.32268,1.3224,1.32232,1.32061
.@Ed_Klein’s book ‘The Amateur’ is out in paper back.  Lots of insights.,2013-06-19 15:36:40+00:00,euro,increase,1.34019,1.34034,1.34036,1.34082
Young entrepreneurs – never back down. Take the hits and get up.  That’s what makes a winner.,2013-06-18 19:42:14+00:00,euro,increase,1.33982,1.33992,1.33994,1.33968
"""We should stay the hell out of Syria, the """"rebels"""" are just as bad as the current regime. WHAT WILL WE GET FOR OUR LIVES AND $ BILLIONS?ZERO""",2013-06-16 00:33:43+00:00,dollar,decrease,1.3348,1.3348,1.3348,1.3348
@Eurphrosye  Great!,2013-06-14 20:06:01+00:00,euro,increase,1.33466,1.33474,1.33444,
"""""""@Friend_Bus: @wgonet @realDonaldTrump ill admit hes the man when it comes to entrepreneurs""""  Thank you!""",2013-06-12 03:37:10+00:00,euro,increase,1.33118,1.33132,1.3311,1.33076
"I've done the largest house sale in U.S. history by selling a Palm Beach mansion for $100M, $60M more than I paid. I love real estate.",2013-06-05 20:28:48+00:00,dollar,increase,1.30944,1.30916,1.30902,1.30946
"Kern County, CA has secured $1.2B for windfarms http://t.co/NFAarkCoxj They also just secured more eagle deaths &amp, low property values.",2013-06-05 18:05:50+00:00,dollar,no change,1.30904,1.30883,1.30873,1.30904
"""""""@marclaurito: “@realDonaldTrump: Young entrepreneurs should always remember that if you do not promote yourself, no one else will!”""",2013-05-30 23:57:46+00:00,euro,no change,1.30416,,,
"Young entrepreneurs should always remember that if you do not promote yourself, no one else will!",2013-05-30 20:15:34+00:00,euro,no change,1.30405,1.30419,1.30452,1.3048
"@Austile147 U.S.A. is not rich, owes 17 trillion dollars.",2013-05-28 19:57:47+00:00,dollar,decrease,1.28647,1.28602,1.2856,1.28559
We spend billions of dollars helping nations all over the World but with hurricane Sandy and Oklahoma tornado not one nation helped us!,2013-05-28 02:19:56+00:00,dollar,decrease,1.29035,1.29036,1.29045,1.29054
"""""""@infinitys_edge: @realDonaldTrump I'm in the Billion Dollar coalfields and thanks to Obama I can't even leave the house I'm so broke.""",2013-05-27 23:43:27+00:00,dollar,decrease,1.29332,1.29331,1.29312,
"""""""@GangsterDannyG1: @realDonaldTrump What was Bush and Obama's biggest mistake.""""  The lives and $1.5 trillion spent on Iraq-which is failing.""",2013-05-27 23:38:45+00:00,dollar,decrease,1.29327,1.29332,1.29331,
"If @DannyZuker competed against me and.won (which not too many people do), he could win millions of $'s for himself or his charity!",2013-05-25 13:20:40+00:00,dollar,increase,,,,
"""Remember, @dannyzuker , you are not even the real """"boss"""" of Modern Family - no big $$$$$$'s for you!""",2013-05-24 23:45:24+00:00,dollar,decrease,,,,
One season ends and another starts.  Already casting for the next @ApprenticeNBC. Great news for charity--$13 million so far.,2013-05-21 20:15:23+00:00,dollar,increase,1.29067,1.29072,1.29066,1.29084
"""""""@BoydDee: @realDonaldTrump Thank you for hosting CelebApp to raise $$ for Charities like @RedCross working in OK now. Kudos 2 @TraceAdkins""",2013-05-21 06:39:56+00:00,dollar,increase,1.28886,1.28866,1.28829,1.28866
"""""""@BettyBlopper1: The standing O that LilJon received when @realDonaldTrump gave his charity $100k was so moving. Love celebrity apprentice!""""""",2013-05-21 06:09:37+00:00,dollar,increase,1.28966,1.28946,1.28926,1.28877
"""""""@borich1970: @realDonaldTrump Congrats on raising $13 million total for charity. Best Live Finale ever!! Looking forward to next season.""",2013-05-20 11:25:47+00:00,dollar,increase,1.28647,1.28633,1.28644,1.28519
"Last night's live show was so much fun. Congrats to the entire cast, they are all winners!  From beginning over $13 million for charity.",2013-05-20 10:20:27+00:00,dollar,increase,1.28546,1.28566,1.28565,1.28636
@subirchowdhury   How are you - $5.5 million (a bargain).,2013-05-19 19:05:18+00:00,dollar,no change,1.28431,1.28431,1.28431,1.28431
"""The """"lady"""" in Chicago that I'm fighting owes me $500, 000 and is sophisticated  &amp, vicious. She made up a story &amp, plays the """"age card"""" - bad!""",2013-05-16 01:27:39+00:00,dollar,decrease,1.28738,1.28724,1.28754,1.28762
".@lisarinna did amazing on #CelebApprentice @ApprenticeNBC.  Raising over $505K for @StJude, she made it to the Final Four.  Congrats Lisa.",2013-05-13 19:30:53+00:00,dollar,increase,1.2975,1.29778,1.29777,1.29711
"""""""@scienceinvestme: @realDonaldTrump hows this 4 gratitude 4saving their neck?Kuwait Airways 2 spend near $3B on 25 Airbus jets.""",2013-05-12 22:20:26+00:00,dollar,no change,1.29678,1.29664,1.29661,1.29656
I gave away money. Go to http://t.co/uW8lZeSVrD to see how I'm helping people. #FundAnything #Entrepreneurs #GiveBack,2013-05-08 16:11:29+00:00,euro,increase,1.318,1.31833,1.31781,1.31718
"""""""@Heaveenly: @realDonaldTrump how does it feel to have 2.1 million followers""""  Great-like owning The New York Times without the lo$$es! .""",2013-05-08 01:48:59+00:00,dollar,increase,1.30911,1.30944,1.30924,1.30902
The economy is broken. Entrepreneurship is being suppressed. See what I do Wednesday 11 AM at Trump Tower atrium.,2013-05-07 18:29:54+00:00,euro,decrease,1.30852,1.30846,1.30844,1.30805
"@roysj   Unlike you, stupid, I became a big stock market investor a couple of years ago because the dollar is going to hell &amp, false low int.",2013-05-03 15:06:13+00:00,dollar,decrease,1.31079,1.31124,1.31132,1.31179
Our trade deficit is still on pace to be over $500B.  This is killing our manufacturing sector and sending jobs overseas.,2013-05-02 20:44:27+00:00,dollar,decrease,1.30643,1.30644,1.30628,1.30606
"Obama’s goal of 1 million electric car sales is a little off, by over 910,000 http://t.co/qIHVtjEHiz  $100B of our money wasted!",2013-05-02 19:26:24+00:00,dollar,decrease,1.30603,1.30624,1.30644,1.30663
Oil should not cost more than $40 a barrel.  Ideally it should be $25.  Cheap to produce and we protect the OPEC countries.,2013-05-01 20:53:52+00:00,dollar,no change,1.31824,1.31812,1.31814,1.31837
"""""""@angryjustint: @realDonaldTrump is a true inspiration to all young entrepreneurs!""""  Thanks Justin and work hard!""",2013-05-01 00:33:53+00:00,euro,increase,1.31766,1.31788,1.31766,1.31632
"""""""@ELewie1994: @realDonaldTrump Ever going to return to WWE and have your $$$ fall down from the sky?""""  Up to Vince M.""",2013-05-01 00:31:25+00:00,dollar,no change,1.31778,1.31774,1.31775,1.31628
Afghan Leader Karzai has received tens of millions of dollars IN CASH from the U.S. Government- how stupidly is our Country being run?,2013-04-29 23:00:59+00:00,dollar,decrease,1.30947,1.30974,1.3096,
"I just sent @THEGaryBusey a check of $20,000 for his charity, Children's Kawasaki Disease . He worked hard and deserves it.",2013-04-29 20:41:27+00:00,dollar,increase,1.3097,1.30974,1.30981,1.30964
Via @Law360: “Trump’s $200M Old Post Office Project Gets Early Approval” http://t.co/W4XbbVFbWe,2013-04-25 17:27:13+00:00,dollar,no change,1.30111,1.30134,1.30186,1.30208
"""""""@sheckiezx: @realDonaldTrump @kristinaoakes Only a moron would overrate him! He's overrated, and morons don't make more than 9 billion $'s.""",2013-04-25 12:25:41+00:00,dollar,decrease,1.30904,1.30865,1.30793,1.30398
".@TraceAdkins presents the NJ Coast Red Cross a $40,000 check for Sandy Relief. You can tell he’s very pleased about that--&amp, rightly so.",2013-04-22 01:07:32+00:00,dollar,increase,1.30639,1.30628,1.30652,1.3078
"""""""@kmcs1957: @realDonaldTrump I love when you get your Haters all twisted up. You would make another gazillion $ as a comedian #love you!""""""",2013-04-20 01:49:42+00:00,dollar,increase,,,,
"Obama’s $1T+ deficit budget expanded welfare &amp, green cronyism &amp, it cut domestic bomb prevention in half http://t.co/JNJRVIMW3B",2013-04-17 20:17:07+00:00,dollar,no change,1.30289,1.30296,1.3032,1.30331
"Business is easy. Dealing with people is hard. If you are an entrepreneur, your most important job is to choose who works with you.",2013-04-17 19:02:41+00:00,euro,no change,1.30144,1.30188,1.30218,1.30291
The world economy is under deep stress with growth slowing everywhere.  Yet crude is over $87/barrel. Should be $25 at the most.,2013-04-16 17:14:52+00:00,dollar,decrease,1.31802,1.31874,1.3184,1.31896
"""""""@JFordEureka: Love the ties! Where can I get them? @realDonaldTrump @EricTrump #celebapprentice"""" Macy's!""",2013-04-15 07:33:29+00:00,euro,increase,1.30888,1.30891,1.30858,1.30582
"""""""@HogmanjemJack: @realDonaldTrump After Obama bailed out GM for $80 Billion, 7 out of 10 GM cars made in China!""""""",2013-04-13 03:43:53+00:00,dollar,no change,,,,
Obama’s budget spends $2B making our navy ships algae-powered http://t.co/5jzKm3ost4 The strong world is laughing at us.,2013-04-11 19:36:50+00:00,dollar,no change,1.3111,1.31098,1.31066,1.31028
"The $200M renovations at Trump @DoralResort are right on target.  When completed, the course will be as good as it gets.",2013-04-10 19:52:12+00:00,dollar,increase,1.30648,1.30663,1.30652,1.30696
"""""""@TheSportsSwede: @realDonaldTrump @ec364 Bush murdered thousands of r troops &amp, wasted trillions $ in a needless &amp, senseless war-Iraq. TRUE!""",2013-04-07 12:42:55+00:00,dollar,decrease,1.29784,1.29784,1.29784,1.29784
"""""""@ec364: @realDonaldTrump where's Sadam's billiions of $$ after Bush invested American taxpayer$. We were too stupid to take it-loser pols!""",2013-04-07 10:56:28+00:00,dollar,decrease,1.29784,1.29784,1.29784,1.29784
"Obama just bought the Afghan Police $288M in ammo http://t.co/PpW4oXKM0K  Make no mistake,  some of these will be shot at our troops.",2013-04-03 19:10:25+00:00,dollar,decrease,1.28458,1.2846,1.28459,1.28466
"In this time of economic turmoil where millions of Americans are unemployed, our tax dollars are paying @BillMoyers' big @PBS salary!",2013-04-02 20:21:21+00:00,dollar,decrease,1.28149,1.28152,1.2816,1.28204
The Yuan hit another record high against the Dollar. China is laughing at our expense.,2013-04-02 19:49:33+00:00,dollar,no change,1.28138,1.28142,1.28156,1.28198
"""The only place where our """"border"""" is protected is from Europeans. We educate them in our finest institutions &amp, then have them deported.""",2013-04-01 19:37:53+00:00,euro,no change,1.28464,1.28464,1.28485,1.28484
Today The Blue Monster is torn up. The Trump National @DoralResort is being revolutionized with $200M of renovations.,2013-04-01 19:20:05+00:00,dollar,decrease,1.28478,1.28458,1.28485,1.28507
"""""""@lucaswilson911: @realDonaldTrump PLEASE REPLY TO ME!!! Yay! I'm your number 1 fan!!! I will die happy if you respond to this tweet :D $$$$""",2013-04-01 10:56:15+00:00,dollar,increase,1.28156,1.28178,1.28184,1.28106
"""""""@ForexBoxusd: @realDonaldTrump Mr. Trump, Class-Act @Late_Show you are a one of an kind classic! #trumpforpresident.""""  Thanks!""",2013-03-28 20:27:30+00:00,dollar,increase,1.2817,1.28166,1.28185,1.28176
"""Via @RoyalOakPatch: """"Oakland County High Schoolers Have Chance to Win $1,000 Scholarship &amp, Meet Donald Trump"""" http://t.co/nyatYnkz3O""",2013-03-27 17:29:54+00:00,dollar,no change,1.27741,1.27751,1.27738,1.2779
"Obama has now become the weakest POTUS against China, yuan just hit record high against dollar http://t.co/sEbQQycPmf  Very sad!",2013-03-25 20:17:28+00:00,dollar,decrease,1.28562,1.28526,1.28538,1.28542
Cyprus is seizing private bank accounts as collateral for €10bn bail-out. We owe $17T. Think it can’t happen here?,2013-03-25 19:26:24+00:00,dollar,decrease,1.28462,1.2849,1.2853,1.28532
"Watching the madness in Cyprus? If our government keeps spending trillion dollar deficits, that could happen here.",2013-03-22 18:31:58+00:00,dollar,decrease,1.29835,1.29852,1.2985,1.29842
"""""""@entrepreneur: Just for the record @realDonaldTrump has authored more #1 best selling books than @mcuban. #winning""""  10 to be exact-thanks!""",2013-03-19 12:43:00+00:00,euro,increase,1.2943,1.2942,1.29468,1.29444
Bombings all over Iraq today.That country is falling apart-such a horrible waste of lives and 1.5 trillion dollars (and I told you so!).,2013-03-19 11:30:44+00:00,dollar,decrease,1.29475,1.29484,1.29504,1.2951
.@Omarosa’s new name via @DennisRodman: “Ms. Saboteur” sounds rather elegant. #CelebApprentice,2013-03-18 01:39:16+00:00,euro,increase,1.28916,1.28974,1.28992,1.29033
".@Omarosa has another meltdown ... while giving a check for $40,000 to Michael’s charity, the Sue Duncan Center. #CelebApprentice",2013-03-18 01:06:30+00:00,dollar,decrease,1.29072,1.29027,1.29056,1.28994
@DeViouSDoLL82 It's Endometriosis Awareness Month-176 million women suffer from this disease.,2013-03-17 16:58:02+00:00,dollar,decrease,1.29113,1.29113,1.29113,1.29113
Trace and his team raised an amazing amount of $.  Looks like a good season for charities.,2013-03-11 01:03:31+00:00,dollar,increase,1.29906,1.2993,1.29919,1.30012
"@axelpals Be prepared to go it alone--being an entrepreneur is not, initially, a group effort. Keep your focus. Read Midas Touch.",2013-03-08 17:44:51+00:00,euro,no change,1.297,1.2979,1.29834,1.29884
"My interview w/ @nbc6 re: @CadillacChamp &amp, my $200M of future renovations invested in Trump @DoralResort http://t.co/qM7Zpaias2",2013-03-06 20:37:01+00:00,dollar,no change,1.29918,1.29929,1.2991,1.29756
"Brande would have been fired immediately if she didn't raise $132,000, a really large sum. Bret, on the other hand, raised very little...",2013-03-04 14:43:18+00:00,dollar,decrease,1.30036,1.30071,1.30093,1.30114
"The government will spend over $3.8T this year. The sequester is a pittance of the outlays, less than 2%. Where’s the problem?",2013-02-27 21:37:47+00:00,dollar,decrease,1.31368,1.31366,1.31372,1.31325
"""Flashback: """"Donald Trump: $200M plan for Doral"""" http://t.co/oQacXJR2oL via @ESPNGolf. Trump Doral's @cadillacchamp is one week away!""",2013-02-27 19:40:08+00:00,dollar,no change,1.31268,1.31374,1.31334,1.31374
"Why does@ Bill O'Reilly keep putting Karl Rove on his show-a total waste of time. Rove spent $400, 000, 000 and didn't win a race-pathetic!",2013-02-27 02:42:08+00:00,dollar,decrease,1.30446,1.30477,1.3047,1.30678
Dopey @billmaher still owes me $5M for charity.  I hope he pays up before @hbo fires him--which will happen!,2013-02-26 21:51:07+00:00,dollar,decrease,1.30617,1.30633,1.30593,1.30628
RT @austinroneil: @realDonaldTrump Thanks for all the inspirational quotes. Helping encourage this young entrepreneur. :),2013-02-26 15:18:25+00:00,euro,increase,1.30649,1.30646,1.3063,1.30648
Our leaders are terrible. The government spends over $50B a day.  It can’t find cuts for less than 2 days of spending?! Sad!,2013-02-25 20:58:06+00:00,dollar,decrease,1.30569,1.30623,1.30758,1.30614
The $85B sequester is just 2% of Obama's $3.5T record deficit spending budget.  Our leaders are ruining our children's future.,2013-02-25 20:29:48+00:00,dollar,decrease,1.30832,1.30798,1.30788,1.30756
"My @gretawire interview discussing why the sequestration cuts are necessary, our $17T national debt &amp, 2016 election http://t.co/qErq7ascac",2013-02-25 19:22:02+00:00,dollar,no change,1.31059,1.31027,1.31106,1.30973
I hope Oprah gives Lance Armstrong 100 million dollars because that's what that ridiculous interview will cost him!,2013-02-23 03:49:13+00:00,dollar,decrease,,,,
$5 a gallon gas and we have yet to approve the Keystone XL Pipeline.  OPEC is laughing at us.,2013-02-19 21:47:36+00:00,dollar,decrease,1.33894,1.33907,1.3389,1.33848
"Idiot @billmaher always forgets to mention that I am suing him to collect the $5M for charity, that he expressly offered.",2013-02-19 21:13:15+00:00,dollar,decrease,1.33887,1.33892,1.33857,1.33865
"“Being an entrepreneur is a big task. So what can you do to prepare? First and foremost, expand your focus.” - Midas Touch",2013-02-19 20:24:08+00:00,euro,no change,1.3392,1.3392,1.33901,1.33863
"I went to Wharton, made over $8 billion, employ thousands of people &amp, get insulted by morons who can’t get enough of me on twitter...!",2013-02-12 21:34:54+00:00,dollar,decrease,1.34535,1.34528,1.3454,1.34566
"What do you think of my suing @billmaher for $5M for charity? He made an offer, I accepted.",2013-02-12 15:31:44+00:00,dollar,no change,1.34382,1.34384,1.34548,1.34548
"Dummy @BillMaher forgot to say that he made an absolute offer which I accepted. Hopefully, charity gets $5M dollars.",2013-02-09 23:18:43+00:00,dollar,increase,,,,
Being an entrepreneur is not a group effort. You have to trust yourself and your instincts.,2013-02-08 14:49:24+00:00,euro,no change,1.33962,1.33938,1.33848,1.33898
Is @karlrove incompetent? 400 million dollars down the drain and not 1 victory!,2013-02-08 13:00:23+00:00,dollar,decrease,1.33816,1.33812,1.33826,1.33772
The dollar always talks in the end--although our pols are killing the dollar!,2013-02-07 21:50:04+00:00,dollar,decrease,1.33971,1.33992,1.33986,1.33894
Why are people giving money to Karl Rove when he just wasted $400M without any victories? Use your head.,2013-02-07 17:49:04+00:00,dollar,decrease,1.34022,1.34028,1.34005,1.33952
My @TMZ interview with @HarveyLevinTMZ discussing how I will see my $5M lawsuit against @billmaher to the end http://t.co/baL5LJ78,2013-02-06 21:06:53+00:00,dollar,no change,1.3519,1.35188,1.35187,1.35215
"Just as I predicted, immigration reform will increase the cost of ObamaCare over $300B http://t.co/CmDQ20a2 More money borrowed from China.",2013-02-06 19:45:20+00:00,dollar,decrease,1.35158,1.35234,1.35218,1.35236
Via @newsbusters: “Donald Trump Issues Statement Regarding $5 Million Lawsuit Against Bill Maher” http://t.co/1us9Y3rA,2013-02-05 20:20:42+00:00,dollar,no change,1.35812,1.35844,1.35871,1.3579
"My @foxandfriends interview re: @SuperBowl blackout, @BobbyJindal’s stupid comment &amp, suing @billmaher f/$5M http://t.co/nxPyVZM1",2013-02-05 20:00:13+00:00,dollar,decrease,1.35832,1.35807,1.35828,1.3581
"To entrepreneurs: Watching you could be the motivation for your employees, so make it an example that will best serve your success.",2013-02-05 16:39:24+00:00,euro,increase,1.35714,1.35746,1.35766,1.35734
$4 gasoline – wow—OPEC is very happy!,2013-02-05 15:03:10+00:00,dollar,increase,1.35466,1.35509,1.35464,1.35342
.@BillMaher didn’t come through with his promised $5 million for charity so today I will sue him.,2013-02-04 16:03:22+00:00,dollar,decrease,1.35564,1.35542,1.35549,1.35256
Obama's speech in Las Vegas yesterday cost the taxpayer $520 per word and over $1.6M  http://t.co/W7OVfZvz  More money borrowed from China.,2013-01-30 21:28:37+00:00,dollar,decrease,1.35667,1.35653,1.35674,1.35652
Still waiting to hear from @billmaher. Every day he dodges me is one less day that $5M is being used for charity.,2013-01-28 20:58:39+00:00,dollar,decrease,1.34558,1.34536,1.34536,1.34545
.@billmaher has not yet sent me the $5M he owes which I am giving to various charities. Come on Bill—you made a deal.,2013-01-23 20:08:38+00:00,dollar,decrease,1.33231,1.33215,1.3319,1.33216
Exxon donated $250g to Obama's inaugural http://t.co/ny2KsoLs I guess the Democrats have no problem accepting money from 'big oil.',2013-01-23 18:37:04+00:00,dollar,no change,1.33156,1.33148,1.3313,1.33116
Be sure to read my column in @cnni “Europe is terrific place for investment” http://t.co/pMcJU0Fs,2013-01-23 16:05:52+00:00,euro,increase,1.32866,1.32896,1.32864,1.33092
@mscijihenderson Midas Touch is a good choice for those with entrepreneurial interests.,2013-01-22 16:27:07+00:00,euro,increase,1.32982,1.32961,1.3298,1.33022
"“Golfer bids $130,000 for round with Donald Trump” in Scotland for charity http://t.co/9dCwjRcy via Evening Express",2013-01-21 19:29:26+00:00,dollar,no change,1.33158,1.3317,1.33182,1.33138
"""""""We’re singlehandedly transferring hundreds of billions of dollars a year...""",2013-01-15 20:09:42+00:00,dollar,no change,1.32972,1.32978,1.33109,1.3308
"If someone says “I’ll bet you ten dollars” and loses the bet, it’s pay up time.",2013-01-14 21:47:04+00:00,dollar,no change,1.3375,1.33758,1.33822,1.33752
Still waiting for a response from @billmaher.  Does he even have $5 million?,2013-01-14 20:40:10+00:00,dollar,decrease,1.33876,1.33872,1.33858,1.33744
"Sadly, I’m probably helping @billmaher’s lowly rated show—but charity will benefit by $5 million so it’s worth it.",2013-01-14 20:38:35+00:00,dollar,increase,1.33878,1.33865,1.33864,1.33734
Dopey @billmaher is in for a lot of trouble—I hope he has $5 million (for charity).,2013-01-14 18:53:30+00:00,dollar,decrease,1.33648,1.33654,1.33658,1.3376
I can’t wait to donate @billmaher’s $5 million to charity.  Just waiting on @billmaher to send me the money.,2013-01-11 20:25:06+00:00,dollar,increase,1.33383,1.33392,1.33374,1.3341
"""""""Donald Trump: If Bill Maher Does Not Pay Off His $5 Million Bet – 'Then I’ll Sue Him'"""" http://t.co/x7wBj4ae via @gatewaypundit""",2013-01-11 16:30:27+00:00,dollar,decrease,1.3346,1.3355,1.33549,1.33556
